
2014-08-25,"Clientes Sala Sin Cargo",3.00,-17.00000,-51.00000,21
2014-08-30,"Consumo Teléfono",1.00,0.73000,0.73000,21
2014-08-30,"Consumo Teléfono",1.00,2.39000,2.39000,21
2014-09-01,"Recepción de fax: tarifa plana secretariado",18.00,0.00000,0.00000,21
2014-09-01,"Escaneado: tarifa plana secretariado",18.00,0.00000,0.00000,21
2014-09-02,"Recepción de fax: tarifa plana secretariado",8.00,0.00000,0.00000,21
2014-09-02,"Escaneado: tarifa plana secretariado",8.00,0.00000,0.00000,21
2014-09-02,"Sala de Reuniones (una hora)/Clientes",1.50,17.00000,25.50000,21
2014-09-03,Franqueo,1.00,0.54000,0.54000,21
2014-09-03,"Escaneado: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-04,"Recepción de fax: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-04,"Escaneado: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-08,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-10,Franqueo,1.00,0.38000,0.38000,21
2014-09-10,"Recepción de fax: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-10,"Escaneado: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-11,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-12,"Sala de Reuniones (una hora)/Clientes",2.00,17.00000,34.00000,21
2014-09-15,"Desvío de llamada a nº externo: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-16,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-16,"Desvío de llamada a nº externo: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-17,"Envio de faxes ",7.00,0.87000,6.09000,21
2014-09-18,"Desvío de llamada a nº externo: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-19,"Escaneado: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-22,"Escaneado: tarifa plana secretariado",8.00,0.00000,0.00000,21
2014-09-23,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-24,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-25,"Envio de faxes ",1.00,0.87000,0.87000,21
2014-09-25,"Sala de Reuniones (una hora)/Clientes",1.00,17.00000,17.00000,21
2014-09-25,"Escaneado: tarifa plana secretariado",1.00,60.00000,60.00000,21
2014-09-26,"Clientes Sala Sin Cargo",9.50,-17.00000,-161.50000,21
2014-09-29,"Escaneado: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-29,"Recepción de fax: tarifa plana secretariado",3.00,0.00000,0.00000,21
2014-09-29,"Escaneado: tarifa plana secretariado",3.00,0.00000,0.00000,21
2014-09-29,"Recepción de fax: tarifa plana secretariado",1.00,0.00000,0.00000,21
2014-09-30,"Consumo Teléfono",1.00,80.99000,80.99000,21
2014-09-30,"Consumo Teléfono",1.00,1.91000,1.91000,21
